,image_name,width,height,x0,y0,x1,y1,is_valid,box_area,resolution,label,face_count
970,00000072.jpg,612,407,360,54,515,176,True,18910,"(612, 407)",1.0,1
971,00001344.jpg,920,1380,155,244,364,610,True,76494,"(920, 1380)",1.0,1
972,00001422.jpg,667,1000,344,250,480,493,True,33048,"(667, 1000)",1.0,1
973,00001436.jpg,1333,2000,516,249,839,825,True,186048,"(1333, 2000)",1.0,1
974,00002659.jpg,1500,1371,783,728,970,926,True,37026,"(1500, 1371)",1.0,1
975,00001350.jpg,600,900,242,47,318,179,True,10032,"(600, 900)",1.0,1
976,00002922.jpg,868,1300,461,135,572,331,True,21756,"(868, 1300)",1.0,1
977,00000853.jpg,1315,2000,610,173,770,456,True,45280,"(1315, 2000)",1.0,1
978,00001595.jpg,1000,854,367,54,615,300,True,61008,"(1000, 854)",1.0,1
979,00000847.jpg,4083,5104,1541,1215,2412,2456,True,1080911,"(4083, 5104)",1.0,1
980,00001581.jpg,656,1024,288,142,440,420,True,42256,"(656, 1024)",1.0,1
981,00002705.jpg,960,641,318,160,713,467,True,121265,"(960, 641)",1.0,1
982,00002063.jpg,867,1390,368,319,451,474,True,12865,"(867, 1390)",1.0,1
983,00003369.jpg,612,485,11,74,136,189,True,14375,"(612, 485)",1.0,1
985,00002077.jpg,267,400,90,52,220,278,True,29380,"(267, 400)",1.0,1
986,00002711.jpg,786,469,153,45,310,152,True,16799,"(786, 469)",1.0,1
987,00002739.jpg,626,418,290,83,384,156,True,6862,"(626, 418)",1.0,1
988,00003427.jpg,612,408,135,42,476,307,True,90365,"(612, 408)",0.0,0
989,00001556.jpg,608,342,35,1,566,291,True,153990,"(608, 342)",1.0,1
990,00000884.jpg,1024,663,281,35,403,127,True,11224,"(1024, 663)",1.0,1
991,00001542.jpg,2269,1960,1689,251,1921,489,True,55216,"(2269, 1960)",1.0,1
992,00003433.jpg,236,354,78,61,123,140,True,3555,"(236, 354)",1.0,1
993,00001973.jpg,654,980,204,101,347,345,True,34892,"(654, 980)",1.0,1
994,00001967.jpg,1024,678,558,194,746,339,True,27260,"(1024, 678)",1.0,1
995,00001797.jpg,958,1277,277,139,705,788,True,277772,"(958, 1277)",1.0,1
996,00000489.jpg,750,1127,371,329,489,536,True,24426,"(750, 1127)",1.0,1
997,00001783.jpg,958,1231,425,127,678,506,True,95887,"(958, 1231)",1.0,1
998,00003194.jpg,612,433,465,32,535,89,True,3990,"(612, 433)",1.0,1
999,00001768.jpg,1024,683,359,198,654,426,True,67260,"(1024, 683)",1.0,1
1000,00002275.jpg,612,408,219,45,464,235,True,46550,"(612, 408)",1.0,1
1001,00001754.jpg,600,849,231,197,362,413,True,28296,"(600, 849)",1.0,1
1002,00003143.jpg,1285,2048,533,511,872,1141,True,213570,"(1285, 2048)",1.0,1
1004,00001032.jpg,1000,1250,357,377,595,723,True,82348,"(1000, 1250)",1.0,1
1005,00001026.jpg,418,626,145,99,232,252,True,13311,"(418, 626)",1.0,1
1006,00000338.jpg,640,427,158,103,263,183,True,8400,"(640, 427)",1.0,1
1009,00002249.jpg,1330,919,128,82,1197,905,True,879787,"(1330, 919)",1.0,1
1010,00001740.jpg,1470,980,359,254,896,671,True,223929,"(1470, 980)",1.0,1
1011,00003141.jpg,600,397,56,112,176,204,True,11040,"(600, 397)",1.0,1
1018,00001756.jpg,800,533,243,1,797,411,True,227140,"(800, 533)",1.0,1
1019,00000448.jpg,650,433,528,192,624,266,True,7104,"(650, 433)",1.0,1
1022,00001742.jpg,360,255,149,45,221,104,True,4248,"(360, 255)",1.0,1
1023,00003155.jpg,700,466,181,5,563,294,True,110398,"(700, 466)",1.0,1
1024,00002263.jpg,2560,1627,192,646,447,835,True,48195,"(2560, 1627)",1.0,1
1025,00003169.jpg,500,500,228,145,308,238,True,7440,"(500, 500)",1.0,1
1026,00000460.jpg,1300,956,715,62,975,289,True,59020,"(1300, 956)",1.0,1
1027,00002511.jpg,1300,957,454,204,642,368,True,30832,"(1300, 957)",1.0,1
1028,00001795.jpg,1024,683,1,1,1005,683,True,684728,"(1024, 683)",1.0,1
1029,00003196.jpg,509,339,249,57,439,205,True,28120,"(509, 339)",1.0,1
1031,00001959.jpg,996,1600,368,131,543,458,True,57225,"(996, 1600)",1.0,1
1032,00001781.jpg,682,1024,197,97,509,628,True,165672,"(682, 1024)",1.0,1
1033,00001971.jpg,1300,956,513,14,773,236,True,57720,"(1300, 956)",1.0,1
1034,00001965.jpg,590,393,214,93,384,224,True,22270,"(590, 393)",1.0,1
1035,00001554.jpg,626,417,363,56,532,187,True,22139,"(626, 417)",1.0,1
1036,00003343.jpg,1000,1000,745,595,874,743,True,19092,"(1000, 1000)",1.0,1
1037,00003425.jpg,800,800,305,178,405,294,True,11600,"(800, 800)",1.0,1
1038,00000138.jpg,390,280,159,70,234,132,True,4650,"(390, 280)",1.0,1
1039,00003431.jpg,736,1111,169,470,257,620,True,13200,"(736, 1111)",1.0,1
1043,00002049.jpg,1600,1167,605,99,918,365,True,83258,"(1600, 1167)",1.0,1
1044,00003357.jpg,844,1390,139,146,308,470,True,54756,"(844, 1390)",1.0,1
1045,00001540.jpg,1600,1087,696,221,1310,706,True,297790,"(1600, 1087)",1.0,1
1046,00000886.jpg,800,1200,283,237,415,466,True,30228,"(800, 1200)",1.0,1
1047,00001568.jpg,626,417,265,32,437,166,True,23048,"(626, 417)",1.0,1
1048,00000110.jpg,1600,1168,514,89,1260,737,True,483408,"(1600, 1168)",1.0,1
1049,00002707.jpg,500,333,188,35,402,200,True,35310,"(500, 333)",1.0,1
1050,00002713.jpg,1024,683,456,139,684,316,True,40356,"(1024, 683)",1.0,1
1052,00000104.jpg,950,1300,334,349,501,609,True,43420,"(950, 1300)",1.0,1
1055,00002075.jpg,1024,694,447,94,748,331,True,71337,"(1024, 694)",1.0,1
1056,00001597.jpg,1300,956,634,270,888,487,True,55118,"(1300, 956)",1.0,1
1057,00000851.jpg,612,612,1,41,408,564,True,212861,"(612, 612)",1.0,1
1058,00002920.jpg,1024,681,193,154,569,445,True,109416,"(1024, 681)",1.0,1
1060,00002934.jpg,1170,550,628,39,1037,268,True,93661,"(1170, 550)",1.0,1
1063,00001583.jpg,2000,1333,536,94,1112,531,True,251712,"(2000, 1333)",1.0,1
1064,00000845.jpg,600,439,178,31,464,279,True,70928,"(600, 439)",1.0,1
1065,00003394.jpg,612,433,261,191,416,321,True,20150,"(612, 433)",1.0,1
1069,00002908.jpg,533,800,186,86,366,400,True,56520,"(533, 800)",1.0,1
1070,00000879.jpg,2000,3019,656,296,1092,1062,True,333976,"(2000, 3019)",1.0,1
1071,00001420.jpg,800,1200,334,162,490,436,True,42744,"(800, 1200)",1.0,1
1072,00003237.jpg,500,604,221,256,315,388,True,12408,"(500, 604)",1.0,1
1073,00002129.jpg,1300,866,583,235,860,450,True,59555,"(1300, 866)",1.0,1
1074,00002897.jpg,612,408,222,56,395,190,True,23182,"(612, 408)",1.0,1
1075,00000058.jpg,2000,1268,707,292,1259,690,True,219696,"(2000, 1268)",1.0,1
1077,00001352.jpg,1001,1600,426,412,609,754,True,62586,"(1001, 1600)",1.0,1
1078,00002883.jpg,1536,1024,164,196,1039,874,True,593250,"(1536, 1024)",1.0,1
1079,00002115.jpg,626,418,355,60,564,223,True,34067,"(626, 418)",1.0,1
1080,00000702.jpg,736,736,368,275,477,399,True,13516,"(736, 736)",1.0,1
1085,00002667.jpg,600,419,257,65,445,218,True,28764,"(600, 419)",1.0,1
1086,00002101.jpg,1000,667,381,267,535,386,True,18326,"(1000, 667)",1.0,1
1088,00001385.jpg,695,1050,400,209,476,340,True,9956,"(695, 1050)",1.0,1
1089,00002854.jpg,900,600,225,2,785,409,True,227920,"(900, 600)",1.0,1
1090,00002698.jpg,4800,3600,2708,446,4091,1653,True,1669281,"(4800, 3600)",1.0,1
1092,00001391.jpg,450,288,144,15,190,50,True,1610,"(450, 288)",1.0,1
1093,00000931.jpg,1000,1620,299,152,508,546,True,82346,"(1000, 1620)",1.0,1
1094,00002868.jpg,400,600,148,75,323,387,True,54600,"(400, 600)",1.0,1
1095,00001144.jpg,267,400,74,112,159,259,True,12495,"(267, 400)",1.0,1
1096,00003035.jpg,390,280,54,75,131,139,True,4928,"(390, 280)",1.0,1
1100,00001622.jpg,866,1300,388,317,491,496,True,18437,"(866, 1300)",1.0,1
1101,00000528.jpg,1300,957,798,279,1047,492,True,53037,"(1300, 957)",1.0,1
1105,00001636.jpg,864,1300,236,83,382,332,True,36354,"(864, 1300)",1.0,1
1106,00003021.jpg,550,374,32,77,229,233,True,30732,"(550, 374)",1.0,1
1107,00002459.jpg,1200,1800,239,1,1162,1346,True,1241435,"(1200, 1800)",1.0,1
1108,00002471.jpg,568,433,37,8,220,170,True,29646,"(568, 433)",1.0,1
1110,00001178.jpg,1600,1167,576,190,1057,599,True,196729,"(1600, 1167)",1.0,1
1111,00000266.jpg,700,467,352,88,576,258,True,38080,"(700, 467)",0.0,0
1112,00002317.jpg,682,1024,225,64,413,393,True,61852,"(682, 1024)",1.0,1
1113,00003009.jpg,500,701,183,171,260,297,True,9702,"(500, 701)",1.0,1
1114,00002303.jpg,2061,3000,515,452,1354,1874,True,1193058,"(2061, 3000)",0.0,0
1115,00000272.jpg,399,620,148,93,198,184,True,4550,"(399, 620)",1.0,1
1116,00001839.jpg,866,1300,177,8,566,687,True,264131,"(866, 1300)",1.0,1
1117,00001193.jpg,800,582,133,88,384,301,True,53463,"(800, 582)",1.0,1
1118,00001805.jpg,1300,956,543,75,926,402,True,125241,"(1300, 956)",1.0,1
1119,00001811.jpg,907,1390,221,267,461,694,True,102480,"(907, 1390)",1.0,1
1120,00001810.jpg,408,612,127,15,264,253,True,32606,"(408, 612)",1.0,1
1121,00001192.jpg,1300,957,632,210,998,524,True,114924,"(1300, 957)",1.0,1
1122,00001186.jpg,1500,1143,616,97,903,351,True,72898,"(1500, 1143)",1.0,1
1123,00000298.jpg,768,512,77,118,184,200,True,8774,"(768, 512)",1.0,1
1125,00001838.jpg,500,333,186,25,295,109,True,9156,"(500, 333)",1.0,1
1126,00001179.jpg,800,534,404,39,611,199,True,33120,"(800, 534)",1.0,1
1127,00003008.jpg,1242,918,158,1,1083,309,True,284900,"(1242, 918)",1.0,1
1128,00003020.jpg,414,230,160,96,255,157,True,5795,"(414, 230)",1.0,1
1129,00001637.jpg,1307,1960,499,570,778,1047,True,133083,"(1307, 1960)",1.0,1
1130,00001151.jpg,1331,2000,476,613,754,1099,True,135108,"(1331, 2000)",1.0,1
1131,00001623.jpg,433,650,152,187,244,349,True,14904,"(433, 650)",1.0,1
1132,00003034.jpg,1000,1527,622,667,725,849,True,18746,"(1000, 1527)",1.0,1
1133,00002869.jpg,681,1024,228,127,394,410,True,46978,"(681, 1024)",1.0,1
1134,00001390.jpg,334,519,153,38,231,176,True,10764,"(334, 519)",1.0,1
1135,00002841.jpg,480,360,272,69,362,148,True,7110,"(480, 360)",1.0,1
1136,00000930.jpg,800,533,153,35,306,154,True,18207,"(800, 533)",1.0,1
1137,00000924.jpg,735,980,341,69,492,303,True,35334,"(735, 980)",1.0,1
1138,00002855.jpg,1080,720,392,59,787,371,True,123240,"(1080, 720)",1.0,1
1140,00001384.jpg,710,1024,219,161,423,504,True,69972,"(710, 1024)",1.0,1
1141,00000717.jpg,1600,1138,593,163,787,324,True,31234,"(1600, 1138)",1.0,1
1144,00001409.jpg,800,582,357,126,450,205,True,7347,"(800, 582)",1.0,1
1145,00000703.jpg,1024,576,410,55,692,240,True,52170,"(1024, 576)",1.0,1
1147,00002114.jpg,500,625,283,42,387,194,True,15808,"(500, 625)",1.0,1
1149,00002672.jpg,688,1024,235,246,376,490,True,34404,"(688, 1024)",1.0,1
1150,00001353.jpg,2000,1333,571,94,1318,673,True,432513,"(2000, 1333)",1.0,1
1151,00001435.jpg,1300,821,186,1,1049,572,True,492773,"(1300, 821)",1.0,1
1152,00003222.jpg,236,354,114,71,153,138,True,2613,"(236, 354)",0.0,0
1153,00002128.jpg,390,280,100,34,278,186,True,27056,"(390, 280)",1.0,1
1154,00001421.jpg,1600,1090,781,144,1177,458,True,124344,"(1600, 1090)",1.0,1
1155,00001347.jpg,861,1300,389,76,519,304,True,29640,"(861, 1300)",1.0,1
1156,00002896.jpg,2000,1333,1081,311,1448,595,True,104228,"(2000, 1333)",1.0,1
1158,00002909.jpg,960,444,127,108,336,218,True,22990,"(960, 444)",1.0,1
1159,00003395.jpg,612,408,410,74,513,152,True,8034,"(612, 408)",1.0,1
1165,00000844.jpg,372,280,166,11,271,103,True,9660,"(372, 280)",1.0,1
1166,00001582.jpg,957,1000,1,45,433,603,True,241056,"(957, 1000)",1.0,1
1168,00000850.jpg,600,400,98,107,303,267,True,32800,"(600, 400)",1.0,1
1169,00003381.jpg,612,408,231,131,346,220,True,10235,"(612, 408)",1.0,1
1170,00002921.jpg,870,580,325,99,429,181,True,8528,"(870, 580)",1.0,1
1171,00000105.jpg,1800,1200,689,102,1026,364,True,88294,"(1800, 1200)",1.0,1
1172,00002712.jpg,500,334,285,88,340,130,True,2310,"(500, 334)",1.0,1
1173,00002074.jpg,608,406,278,47,461,189,True,25986,"(608, 406)",1.0,1
1174,00001569.jpg,600,900,243,83,444,434,True,70551,"(600, 900)",1.0,1
1175,00000677.jpg,678,446,205,146,344,254,True,15012,"(678, 446)",1.0,1
1177,00002060.jpg,640,640,42,109,297,406,True,75735,"(640, 640)",1.0,1
1179,00002706.jpg,612,408,163,123,291,222,True,12672,"(612, 408)",1.0,1
1184,00003418.jpg,800,800,325,306,468,473,True,23881,"(800, 800)",1.0,1
1185,00003430.jpg,800,800,388,45,479,151,True,9646,"(800, 800)",1.0,1
1186,00001541.jpg,408,544,148,20,252,180,True,16640,"(408, 544)",1.0,1
1188,00002048.jpg,1300,867,585,120,862,335,True,59555,"(1300, 867)",1.0,1
1189,00003342.jpg,736,1103,250,365,366,563,True,22968,"(736, 1103)",1.0,1
1191,00000893.jpg,300,300,60,37,118,105,True,3944,"(300, 300)",1.0,1
1192,00001555.jpg,1500,1500,414,122,1102,923,True,551088,"(1500, 1500)",1.0,1
1193,00001233.jpg,667,1000,225,63,465,481,True,100320,"(667, 1000)",1.0,1
1194,00003424.jpg,736,508,224,104,336,194,True,10080,"(736, 508)",1.0,1
1198,00001964.jpg,600,418,241,37,377,145,True,14688,"(600, 418)",1.0,1
1200,00001958.jpg,400,326,101,16,272,182,True,28386,"(400, 326)",1.0,1
1201,00003197.jpg,1024,681,381,96,819,435,True,148482,"(1024, 681)",1.0,1
1202,00003183.jpg,960,481,579,76,960,325,True,94869,"(960, 481)",1.0,1
1204,00001794.jpg,866,1390,298,62,630,669,True,201524,"(866, 1390)",1.0,1
1205,00002276.jpg,1326,1800,362,606,760,1236,True,250740,"(1326, 1800)",1.0,1
1206,00003168.jpg,1300,957,463,114,673,290,True,36960,"(1300, 957)",1.0,1
1207,00001019.jpg,640,761,307,52,446,246,True,26966,"(640, 761)",1.0,1
1208,00003154.jpg,612,408,313,45,509,198,True,29988,"(612, 408)",1.0,1
1209,00001743.jpg,600,900,252,28,462,394,True,76860,"(600, 900)",1.0,1
1210,00001025.jpg,867,1300,393,96,574,405,True,55929,"(867, 1300)",1.0,1
1211,00002538.jpg,400,267,102,4,361,201,True,51023,"(400, 267)",1.0,1
1212,00001757.jpg,1300,1360,501,147,761,464,True,82420,"(1300, 1360)",1.0,1
1213,00003140.jpg,630,354,124,9,630,354,True,174570,"(630, 354)",1.0,1
1214,00003178.jpg,2000,1333,1487,244,1776,469,True,65025,"(2000, 1333)",1.0,1
1217,00000317.jpg,1001,1600,460,90,624,397,True,50348,"(1001, 1600)",1.0,1
1219,00000303.jpg,389,280,102,103,238,219,True,15776,"(389, 280)",1.0,1
1221,00002514.jpg,716,996,286,226,402,412,True,21576,"(716, 996)",1.0,1
1222,00002272.jpg,1024,746,292,179,675,503,True,124092,"(1024, 746)",1.0,1
1223,00003144.jpg,481,323,26,87,168,198,True,15762,"(481, 323)",1.0,1
1224,00001753.jpg,976,1300,532,97,651,281,True,21896,"(976, 1300)",1.0,1
1225,00001035.jpg,682,1023,154,1,359,282,True,57605,"(682, 1023)",0.0,0
1226,00001021.jpg,1012,1390,309,72,607,538,True,138868,"(1012, 1390)",1.0,1
1227,00001747.jpg,1600,1167,414,23,916,450,True,214354,"(1600, 1167)",1.0,1
1228,00000459.jpg,3024,4032,1235,1651,1766,2475,True,437544,"(3024, 4032)",1.0,1
1229,00003150.jpg,750,502,483,30,612,131,True,13029,"(750, 502)",1.0,1
1231,00001974.jpg,1050,700,405,84,614,247,True,34067,"(1050, 700)",1.0,1
1232,00001960.jpg,1300,861,661,159,1087,488,True,140154,"(1300, 861)",1.0,1
1233,00001948.jpg,1000,1500,285,151,561,632,True,132756,"(1000, 1500)",1.0,1
1234,00001790.jpg,800,533,234,60,644,377,True,129970,"(800, 533)",1.0,1
1235,00002299.jpg,375,500,83,106,193,277,True,18810,"(375, 500)",1.0,1
1236,00003187.jpg,510,340,97,62,186,132,True,6230,"(510, 340)",1.0,1
1239,00003193.jpg,1000,1000,222,609,340,747,True,16284,"(1000, 1000)",1.0,1
1240,00000115.jpg,1024,683,267,132,472,291,True,32595,"(1024, 683)",1.0,1
1241,00002702.jpg,1362,2048,442,343,931,1182,True,410271,"(1362, 2048)",1.0,1
1242,00002064.jpg,1600,1167,605,99,918,365,True,83258,"(1600, 1167)",1.0,1
1243,00000667.jpg,2000,1125,749,421,1338,807,True,227354,"(2000, 1125)",1.0,1
1249,00001237.jpg,1300,731,532,65,804,239,True,47328,"(1300, 731)",1.0,1
1250,00000129.jpg,1600,1156,695,231,893,398,True,33066,"(1600, 1156)",1.0,1
1251,00000897.jpg,1000,1777,291,295,707,1137,True,350272,"(1000, 1777)",1.0,1
1252,00001551.jpg,800,558,382,52,633,251,True,49949,"(800, 558)",1.0,1
1253,00002058.jpg,800,533,556,103,685,203,True,12900,"(800, 533)",1.0,1
1256,00001545.jpg,684,1024,284,385,388,565,True,18720,"(684, 1024)",1.0,1
1257,00001223.jpg,1300,1300,468,77,859,532,True,177905,"(1300, 1300)",1.0,1
1258,00003434.jpg,447,497,109,235,213,367,True,13728,"(447, 497)",1.0,1
1259,00002919.jpg,1000,600,124,32,362,199,True,39746,"(1000, 600)",1.0,1
1264,00003385.jpg,736,689,248,52,377,193,True,18189,"(736, 689)",1.0,1
1269,00000854.jpg,1358,1045,428,205,771,506,True,103243,"(1358, 1045)",1.0,1
1270,00001592.jpg,2940,1960,1046,144,1822,746,True,467152,"(2940, 1960)",1.0,1
1271,00000840.jpg,1300,866,438,191,903,552,True,167865,"(1300, 866)",1.0,1
1272,00001586.jpg,800,533,309,70,503,224,True,29876,"(800, 533)",1.0,1
1273,00002931.jpg,800,800,89,509,224,665,True,21060,"(800, 800)",1.0,1
1274,00000061.jpg,339,508,194,97,239,176,True,3555,"(339, 508)",1.0,1
1275,00002676.jpg,467,700,171,69,335,354,True,46740,"(467, 700)",1.0,1
1276,00002110.jpg,2000,1125,444,203,941,521,True,158046,"(2000, 1125)",1.0,1
1278,00001419.jpg,3005,1960,994,76,2365,1116,True,1425840,"(3005, 1960)",1.0,1
1279,00000707.jpg,720,405,414,17,641,169,True,34504,"(720, 405)",1.0,1
1284,00000713.jpg,1280,853,269,73,646,365,True,110084,"(1280, 853)",1.0,1
1286,00002662.jpg,650,433,228,108,462,285,True,41418,"(650, 433)",1.0,1
1287,00000075.jpg,1000,597,52,7,634,402,True,229890,"(1000, 597)",1.0,1
1288,00002892.jpg,1200,675,351,1,1165,517,True,420024,"(1200, 675)",1.0,1
1289,00001343.jpg,892,1000,369,75,615,396,True,78966,"(892, 1000)",1.0,1
1290,00001425.jpg,1280,853,891,204,1092,360,True,31356,"(1280, 853)",1.0,1
1291,00003232.jpg,960,641,140,17,454,257,True,75360,"(960, 641)",1.0,1
1294,00002138.jpg,1300,917,473,78,824,366,True,101088,"(1300, 917)",1.0,1
1295,00001431.jpg,1000,667,428,153,661,334,True,42173,"(1000, 667)",1.0,1
1296,00001357.jpg,866,1300,188,266,280,428,True,14904,"(866, 1300)",1.0,1
1298,00000908.jpg,1300,866,260,87,544,307,True,62480,"(1300, 866)",1.0,1
1299,00001380.jpg,1000,1500,449,433,649,782,True,69800,"(1000, 1500)",1.0,1
1300,00002851.jpg,1400,788,69,140,816,630,True,366030,"(1400, 788)",1.0,1
1301,00002689.jpg,500,751,126,264,206,405,True,11280,"(500, 751)",1.0,1
1304,00000920.jpg,1600,1167,421,33,1109,629,True,410048,"(1600, 1167)",1.0,1
1305,00002845.jpg,1000,1500,511,368,616,551,True,19215,"(1000, 1500)",1.0,1
1306,00002312.jpg,651,1024,283,125,361,264,True,10842,"(651, 1024)",1.0,1
1307,00002474.jpg,1023,716,1,41,575,558,True,296758,"(1023, 716)",1.0,1
1309,00000263.jpg,960,864,732,112,846,231,True,13566,"(960, 864)",1.0,1
1312,00001169.jpg,1470,980,487,106,969,472,True,176412,"(1470, 980)",1.0,1
1313,00002306.jpg,700,933,345,69,538,368,True,57707,"(700, 933)",1.0,1
1314,00003018.jpg,360,540,110,64,181,184,True,8520,"(360, 540)",1.0,1
1317,00003030.jpg,1023,697,194,48,670,426,True,179928,"(1023, 697)",1.0,1
1318,00000539.jpg,1125,750,854,4,1089,187,True,43005,"(1125, 750)",1.0,1
1325,00001627.jpg,333,519,160,78,252,241,True,14996,"(333, 519)",1.0,1
1326,00002448.jpg,1000,750,111,95,338,289,True,44038,"(1000, 750)",1.0,1
1328,00001155.jpg,1300,956,464,220,823,520,True,107700,"(1300, 956)",1.0,1
1329,00001633.jpg,1066,1689,321,138,670,769,True,220219,"(1066, 1689)",1.0,1
1330,00001814.jpg,1000,667,666,293,787,385,True,11132,"(1000, 667)",1.0,1
1334,00001182.jpg,866,1390,400,231,478,376,True,11310,"(866, 1390)",1.0,1
1335,00001196.jpg,1474,980,848,94,1101,290,True,49588,"(1474, 980)",1.0,1
1336,00001829.jpg,1024,684,344,51,639,280,True,67555,"(1024, 684)",1.0,1
1337,00001815.jpg,333,519,135,25,189,120,True,5130,"(333, 519)",1.0,1
1338,00001801.jpg,612,408,307,142,465,265,True,19434,"(612, 408)",1.0,1
1341,00001154.jpg,1024,684,185,37,850,553,True,343140,"(1024, 684)",1.0,1
1342,00003025.jpg,480,480,273,16,365,121,True,9660,"(480, 480)",1.0,1
1343,00001632.jpg,390,280,174,16,299,121,True,13125,"(390, 280)",1.0,1
1344,00000538.jpg,650,434,475,196,626,313,True,17667,"(650, 434)",1.0,1
1345,00003031.jpg,500,384,258,113,317,164,True,3009,"(500, 384)",1.0,1
1346,00002449.jpg,512,512,116,50,401,382,True,94620,"(512, 512)",1.0,1
1347,00001140.jpg,1000,667,434,81,652,251,True,37060,"(1000, 667)",1.0,1
1348,00001168.jpg,866,1300,313,123,498,445,True,59570,"(866, 1300)",1.0,1
1349,00000510.jpg,1300,867,417,74,707,299,True,65250,"(1300, 867)",1.0,1
1353,00003019.jpg,800,534,75,100,512,439,True,148143,"(800, 534)",1.0,1
1354,00002307.jpg,512,768,152,5,381,397,True,89768,"(512, 768)",1.0,1
1355,00002313.jpg,680,1023,220,61,488,530,True,125692,"(680, 1023)",1.0,1
1356,00000504.jpg,1500,1101,221,244,453,442,True,45936,"(1500, 1101)",1.0,1
1363,00002475.jpg,540,349,210,175,264,215,True,2160,"(540, 349)",1.0,1
1364,00000935.jpg,1232,821,491,177,754,386,True,54967,"(1232, 821)",1.0,1
1365,00001395.jpg,1000,667,189,1,1000,665,True,538504,"(1000, 667)",1.0,1
1366,00002850.jpg,1333,2000,479,180,694,555,True,80625,"(1333, 2000)",1.0,1
1367,00001381.jpg,2000,1333,822,107,1308,484,True,183222,"(2000, 1333)",1.0,1
1368,00000921.jpg,509,339,255,1,442,144,True,26741,"(509, 339)",1.0,1
1369,00002878.jpg,736,489,298,186,449,302,True,17516,"(736, 489)",1.0,1
1370,00001430.jpg,538,612,197,92,331,268,True,23584,"(538, 612)",1.0,1
1371,00002139.jpg,1000,667,55,19,577,424,True,211410,"(1000, 667)",1.0,1
1372,00002887.jpg,940,529,77,261,257,379,True,21240,"(940, 529)",1.0,1
1376,00001356.jpg,800,533,259,47,521,251,True,53448,"(800, 533)",1.0,1
1377,00002893.jpg,1300,960,236,194,779,661,True,253581,"(1300, 960)",1.0,1
1379,00003233.jpg,800,800,337,197,475,357,True,22080,"(800, 800)",1.0,1
1380,00001424.jpg,1066,1600,457,739,739,1231,True,138744,"(1066, 1600)",1.0,1
1381,00002105.jpg,450,300,1,1,420,193,True,80448,"(450, 300)",0.0,0
1382,00000074.jpg,1300,945,471,112,755,347,True,66740,"(1300, 945)",1.0,1
1383,00002663.jpg,650,488,79,83,275,254,True,33516,"(650, 488)",1.0,1
1385,00002677.jpg,500,333,145,36,373,217,True,41268,"(500, 333)",1.0,1
1386,00000706.jpg,6000,4000,410,1034,1037,1531,True,311619,"(6000, 4000)",1.0,1
1387,00001418.jpg,2825,4237,1327,402,1663,988,True,196896,"(2825, 4237)",1.0,1
1388,00002111.jpg,1024,683,315,93,873,536,True,247194,"(1024, 683)",1.0,1
1389,00003390.jpg,1080,828,258,30,762,488,True,230832,"(1080, 828)",1.0,1
1390,00000699.jpg,1000,1000,345,337,645,687,True,105000,"(1000, 1000)",1.0,1
1392,00001587.jpg,2325,3500,1142,862,1516,1519,True,245718,"(2325, 3500)",1.0,1
1393,00000841.jpg,1500,1000,500,1,1372,621,True,540640,"(1500, 1000)",1.0,1
1394,00002930.jpg,1068,1689,228,335,471,783,True,108864,"(1068, 1689)",1.0,1
1395,00001593.jpg,334,500,93,53,167,180,True,9398,"(334, 500)",1.0,1
1396,00003384.jpg,1333,2000,539,550,759,933,True,84260,"(1333, 2000)",1.0,1
1397,00002918.jpg,2370,1350,1259,332,1666,602,True,109890,"(2370, 1350)",1.0,1
1398,00000869.jpg,1300,956,501,56,918,413,True,148869,"(1300, 956)",1.0,1
1399,00001544.jpg,1000,672,397,42,679,262,True,62040,"(1000, 672)",1.0,1
1400,00000882.jpg,683,1023,359,184,434,317,True,9975,"(683, 1023)",1.0,1
1401,00003353.jpg,390,280,171,108,214,145,True,1591,"(390, 280)",1.0,1
1402,00003435.jpg,640,960,143,117,309,406,True,47974,"(640, 960)",1.0,1
1404,00001222.jpg,800,501,487,47,694,195,True,30636,"(800, 501)",1.0,1
1405,00000128.jpg,910,607,491,201,662,333,True,22572,"(910, 607)",1.0,1
1406,00001236.jpg,600,900,179,18,356,326,True,54516,"(600, 900)",1.0,1
1407,00003421.jpg,736,490,136,21,438,254,True,70366,"(736, 490)",1.0,1
1409,00002059.jpg,408,612,116,73,250,306,True,31222,"(408, 612)",1.0,1
1410,00001550.jpg,683,1024,294,37,377,182,True,12035,"(683, 1024)",1.0,1
1411,00000896.jpg,1232,821,398,146,794,453,True,121572,"(1232, 821)",1.0,1
1412,00002071.jpg,867,1390,336,103,473,363,True,35620,"(867, 1390)",1.0,1
1413,00001578.jpg,1307,1960,381,505,678,1024,True,154143,"(1307, 1960)",1.0,1
1414,00000100.jpg,1333,2000,664,478,974,1008,True,164300,"(1333, 2000)",1.0,1
1415,00000114.jpg,600,900,127,29,267,268,True,33460,"(600, 900)",1.0,1
1416,00000672.jpg,800,583,517,144,779,371,True,59474,"(800, 583)",1.0,1
1421,00002065.jpg,1024,830,444,51,624,217,True,29880,"(1024, 830)",1.0,1
1422,00001785.jpg,1300,929,1,1,1053,498,True,522844,"(1300, 929)",0.0,0
1423,00003192.jpg,800,533,382,60,633,254,True,48694,"(800, 533)",1.0,1
1425,00001791.jpg,590,393,225,56,427,212,True,31512,"(590, 393)",1.0,1
